ord_id,order_date,order_priority
Ord_728,"2008-12-15 00:00:00",CRITICAL
Ord_5070,"2008-12-15 00:00:00",HIGH
Ord_498,"2009-12-15 00:00:00",MEDIUM
Ord_773,"2009-12-15 00:00:00",MEDIUM
Ord_2158,"2009-12-15 00:00:00",LOW
Ord_2730,"2009-12-15 00:00:00",MEDIUM
Ord_1682,"2010-12-15 00:00:00",MEDIUM
Ord_2144,"2010-12-15 00:00:00",HIGH
Ord_2251,"2010-12-15 00:00:00",LOW
Ord_2336,"2010-12-15 00:00:00","NOT SPECIFIED"
Ord_3806,"2010-12-15 00:00:00",HIGH
Ord_1712,"2011-12-15 00:00:00","NOT SPECIFIED"
Ord_3801,"2011-12-15 00:00:00",HIGH
Ord_215,"2008-12-15 00:00:00",HIGH
Ord_666,"2008-12-15 00:00:00",MEDIUM
Ord_946,"2008-12-15 00:00:00",CRITICAL
Ord_2280,"2008-12-15 00:00:00",CRITICAL
Ord_2322,"2008-12-15 00:00:00","NOT SPECIFIED"
Ord_3550,"2008-12-15 00:00:00",CRITICAL
Ord_4738,"2008-12-15 00:00:00",HIGH
Ord_5074,"2008-12-15 00:00:00",LOW
Ord_122,"2009-12-15 00:00:00",MEDIUM
Ord_3095,"2009-12-15 00:00:00",HIGH
Ord_3236,"2009-12-15 00:00:00",HIGH
Ord_2185,"2010-12-15 00:00:00",HIGH
Ord_3576,"2010-12-15 00:00:00",HIGH
Ord_4838,"2010-12-15 00:00:00",CRITICAL
Ord_1344,"2011-12-15 00:00:00",MEDIUM
Ord_2804,"2011-12-15 00:00:00",MEDIUM
Ord_3231,"2011-12-15 00:00:00",MEDIUM
Ord_429,"2008-12-15 00:00:00",CRITICAL
Ord_2513,"2008-12-15 00:00:00","NOT SPECIFIED"
Ord_3491,"2008-12-15 00:00:00",CRITICAL
Ord_4496,"2008-12-15 00:00:00",HIGH
Ord_5501,"2008-12-15 00:00:00",MEDIUM
Ord_514,"2009-12-15 00:00:00",LOW
Ord_1865,"2009-12-15 00:00:00",MEDIUM
Ord_4041,"2009-12-15 00:00:00",LOW
Ord_4543,"2009-12-15 00:00:00",LOW
Ord_4975,"2009-12-15 00:00:00",HIGH
Ord_382,"2010-12-15 00:00:00",LOW
Ord_780,"2010-12-15 00:00:00",HIGH
Ord_1297,"2010-12-15 00:00:00",HIGH
Ord_1482,"2010-12-15 00:00:00",MEDIUM
Ord_1817,"2010-12-15 00:00:00",MEDIUM
Ord_2386,"2010-12-15 00:00:00","NOT SPECIFIED"
Ord_3866,"2010-12-15 00:00:00",MEDIUM
Ord_4382,"2010-12-15 00:00:00",MEDIUM
Ord_5095,"2010-12-15 00:00:00","NOT SPECIFIED"
Ord_5288,"2010-12-15 00:00:00",CRITICAL
Ord_794,"2011-12-15 00:00:00",HIGH
Ord_2286,"2011-12-15 00:00:00",HIGH
Ord_2592,"2011-12-15 00:00:00","NOT SPECIFIED"
Ord_2888,"2011-12-15 00:00:00",LOW
Ord_4224,"2011-12-15 00:00:00","NOT SPECIFIED"
Ord_4230,"2011-12-15 00:00:00",HIGH
Ord_241,"2008-11-15 00:00:00",CRITICAL
Ord_841,"2008-11-15 00:00:00","NOT SPECIFIED"
Ord_2818,"2008-11-15 00:00:00",MEDIUM
Ord_3763,"2008-11-15 00:00:00",HIGH
Ord_4811,"2008-11-15 00:00:00",CRITICAL
Ord_5263,"2008-11-15 00:00:00",LOW
Ord_196,"2009-11-15 00:00:00",CRITICAL
Ord_1825,"2009-11-15 00:00:00",LOW
Ord_2782,"2009-11-15 00:00:00",LOW
Ord_79,"2010-11-15 00:00:00",CRITICAL
Ord_3758,"2010-11-15 00:00:00",MEDIUM
Ord_4091,"2010-11-15 00:00:00",MEDIUM
Ord_2657,"2011-11-15 00:00:00",HIGH
Ord_2669,"2011-11-15 00:00:00",CRITICAL
Ord_3956,"2011-11-15 00:00:00",CRITICAL
Ord_1371,"2008-11-15 00:00:00",MEDIUM
Ord_649,"2010-11-15 00:00:00",CRITICAL
Ord_2829,"2010-11-15 00:00:00",CRITICAL
Ord_3752,"2010-11-15 00:00:00",LOW
Ord_87,"2011-11-15 00:00:00",LOW
Ord_2903,"2011-11-15 00:00:00",HIGH
Ord_5078,"2011-11-15 00:00:00",HIGH
Ord_5103,"2011-11-15 00:00:00",HIGH
Ord_3695,"2008-11-15 00:00:00","NOT SPECIFIED"
Ord_4834,"2009-11-15 00:00:00","NOT SPECIFIED"
Ord_4997,"2009-11-15 00:00:00",HIGH
Ord_5287,"2009-11-15 00:00:00",HIGH
Ord_3319,"2010-11-15 00:00:00",MEDIUM
Ord_4971,"2010-11-15 00:00:00",HIGH
Ord_706,"2011-11-15 00:00:00","NOT SPECIFIED"
Ord_1215,"2011-11-15 00:00:00","NOT SPECIFIED"
Ord_3959,"2011-11-15 00:00:00","NOT SPECIFIED"
Ord_4745,"2011-11-15 00:00:00","NOT SPECIFIED"
Ord_200,"2008-12-16 00:00:00",MEDIUM
Ord_2073,"2008-12-16 00:00:00",CRITICAL
Ord_2487,"2008-12-16 00:00:00",CRITICAL
Ord_2696,"2008-12-16 00:00:00",LOW
Ord_3189,"2008-12-16 00:00:00",MEDIUM
Ord_4044,"2008-12-16 00:00:00",LOW
Ord_157,"2009-12-16 00:00:00","NOT SPECIFIED"
Ord_1222,"2009-12-16 00:00:00","NOT SPECIFIED"
Ord_2149,"2009-12-16 00:00:00",CRITICAL
Ord_3542,"2009-12-16 00:00:00",HIGH
Ord_386,"2010-12-16 00:00:00",MEDIUM
Ord_1919,"2010-12-16 00:00:00",CRITICAL
Ord_689,"2011-12-16 00:00:00",MEDIUM
Ord_1733,"2011-12-16 00:00:00",CRITICAL
Ord_2017,"2011-12-16 00:00:00",HIGH
Ord_4597,"2011-12-16 00:00:00",MEDIUM
Ord_5373,"2011-12-16 00:00:00",LOW
Ord_1505,"2008-12-16 00:00:00",LOW
Ord_1659,"2008-12-16 00:00:00",MEDIUM
Ord_5009,"2008-12-16 00:00:00",LOW
Ord_321,"2009-12-16 00:00:00",LOW
Ord_1576,"2009-12-16 00:00:00",LOW
Ord_547,"2010-12-16 00:00:00","NOT SPECIFIED"
Ord_1016,"2010-12-16 00:00:00",LOW
Ord_1451,"2010-12-16 00:00:00",CRITICAL
Ord_3723,"2011-12-16 00:00:00",LOW
Ord_5394,"2011-12-16 00:00:00",CRITICAL
Ord_1260,"2008-12-16 00:00:00",MEDIUM
Ord_3544,"2008-12-16 00:00:00","NOT SPECIFIED"
Ord_4816,"2008-12-16 00:00:00",HIGH
Ord_279,"2009-12-16 00:00:00",MEDIUM
Ord_1850,"2009-12-16 00:00:00",LOW
Ord_1984,"2009-12-16 00:00:00",HIGH
Ord_364,"2010-12-16 00:00:00",LOW
Ord_1323,"2010-12-16 00:00:00",LOW
Ord_3651,"2010-12-16 00:00:00",HIGH
Ord_3904,"2010-12-16 00:00:00","NOT SPECIFIED"
Ord_4366,"2010-12-16 00:00:00","NOT SPECIFIED"
Ord_1413,"2011-12-16 00:00:00","NOT SPECIFIED"
Ord_1782,"2011-12-16 00:00:00",HIGH
Ord_2077,"2011-12-16 00:00:00",CRITICAL
Ord_1716,"2008-12-16 00:00:00",CRITICAL
Ord_3118,"2008-12-16 00:00:00",HIGH
Ord_4756,"2008-12-16 00:00:00","NOT SPECIFIED"
Ord_863,"2009-12-16 00:00:00",CRITICAL
Ord_2333,"2009-12-16 00:00:00",HIGH
Ord_3324,"2009-12-16 00:00:00",HIGH
Ord_5148,"2009-12-16 00:00:00",LOW
Ord_570,"2010-12-16 00:00:00",MEDIUM
Ord_984,"2010-12-16 00:00:00",MEDIUM
Ord_4673,"2010-12-16 00:00:00",MEDIUM
Ord_5217,"2010-12-16 00:00:00",LOW
Ord_2534,"2011-12-16 00:00:00",HIGH
Ord_3716,"2011-12-16 00:00:00",HIGH
Ord_4849,"2011-12-16 00:00:00",HIGH
Ord_1067,"2008-12-16 00:00:00",CRITICAL
Ord_4334,"2008-12-16 00:00:00",HIGH
Ord_4449,"2008-12-16 00:00:00",HIGH
Ord_4521,"2008-12-16 00:00:00",CRITICAL
Ord_1337,"2009-12-16 00:00:00","NOT SPECIFIED"
Ord_258,"2010-12-16 00:00:00",CRITICAL
Ord_3791,"2010-12-16 00:00:00",HIGH
Ord_100,"2011-12-16 00:00:00",HIGH
Ord_2191,"2011-12-16 00:00:00",MEDIUM
Ord_3565,"2008-12-16 00:00:00",CRITICAL
Ord_1285,"2009-12-16 00:00:00",LOW
Ord_2160,"2009-12-16 00:00:00","NOT SPECIFIED"
Ord_2900,"2009-12-16 00:00:00",CRITICAL
Ord_2960,"2009-12-16 00:00:00",MEDIUM
Ord_4438,"2009-12-16 00:00:00",HIGH
Ord_725,"2010-12-16 00:00:00","NOT SPECIFIED"
Ord_1472,"2010-12-16 00:00:00",HIGH
Ord_2090,"2010-12-16 00:00:00",CRITICAL
Ord_3531,"2010-12-16 00:00:00",LOW
Ord_3644,"2010-12-16 00:00:00",CRITICAL
Ord_5310,"2010-12-16 00:00:00",HIGH
Ord_750,"2011-12-16 00:00:00",CRITICAL
Ord_1646,"2011-12-16 00:00:00",MEDIUM
Ord_2027,"2011-12-16 00:00:00",MEDIUM
Ord_86,"2008-12-16 00:00:00","NOT SPECIFIED"
Ord_674,"2008-12-16 00:00:00",CRITICAL
Ord_1223,"2008-12-16 00:00:00",HIGH
Ord_3453,"2008-12-16 00:00:00",HIGH
Ord_766,"2009-12-16 00:00:00","NOT SPECIFIED"
Ord_1905,"2009-12-16 00:00:00",MEDIUM
Ord_1959,"2009-12-16 00:00:00",LOW
Ord_2413,"2009-12-16 00:00:00",LOW
Ord_3373,"2009-12-16 00:00:00",MEDIUM
Ord_3810,"2009-12-16 00:00:00",LOW
Ord_1822,"2010-12-16 00:00:00",LOW
Ord_4369,"2010-12-16 00:00:00",CRITICAL
Ord_5230,"2010-12-16 00:00:00",HIGH
Ord_5478,"2010-12-16 00:00:00",CRITICAL
Ord_339,"2011-12-16 00:00:00","NOT SPECIFIED"
Ord_604,"2011-12-16 00:00:00",MEDIUM
Ord_2417,"2011-12-16 00:00:00",LOW
Ord_2453,"2011-12-16 00:00:00","NOT SPECIFIED"
Ord_2692,"2011-12-16 00:00:00",LOW
Ord_3741,"2011-12-16 00:00:00",LOW
Ord_5107,"2011-12-16 00:00:00",MEDIUM
Ord_1351,"2008-12-16 00:00:00",MEDIUM
Ord_2024,"2008-12-16 00:00:00",LOW
Ord_2411,"2008-12-16 00:00:00",MEDIUM
Ord_4649,"2008-12-16 00:00:00","NOT SPECIFIED"
Ord_5226,"2008-12-16 00:00:00",CRITICAL
Ord_1789,"2009-12-16 00:00:00",LOW
Ord_2437,"2009-12-16 00:00:00",LOW
Ord_3078,"2009-12-16 00:00:00",MEDIUM
Ord_3742,"2009-12-16 00:00:00",HIGH
Ord_61,"2010-12-16 00:00:00",HIGH
Ord_2630,"2010-12-16 00:00:00",CRITICAL
Ord_3469,"2010-12-16 00:00:00",HIGH
Ord_972,"2011-12-16 00:00:00",CRITICAL
Ord_1237,"2011-12-16 00:00:00",LOW
Ord_4024,"2011-12-16 00:00:00","NOT SPECIFIED"
Ord_5116,"2011-12-16 00:00:00",CRITICAL
Ord_5203,"2011-12-16 00:00:00",HIGH
Ord_112,"2008-12-16 00:00:00",LOW
Ord_425,"2008-12-16 00:00:00",HIGH
Ord_779,"2008-12-16 00:00:00",LOW
Ord_1354,"2008-12-16 00:00:00",HIGH
Ord_2959,"2008-12-16 00:00:00",LOW
Ord_3067,"2008-12-16 00:00:00","NOT SPECIFIED"
Ord_4699,"2008-12-16 00:00:00","NOT SPECIFIED"
Ord_4819,"2008-12-16 00:00:00",HIGH
Ord_1114,"2010-12-16 00:00:00",CRITICAL
Ord_199,"2011-12-16 00:00:00",CRITICAL
Ord_821,"2011-12-16 00:00:00",MEDIUM
Ord_2430,"2011-12-16 00:00:00",HIGH
Ord_2502,"2011-12-16 00:00:00",CRITICAL
Ord_3225,"2011-12-16 00:00:00",CRITICAL
Ord_5436,"2011-12-16 00:00:00",CRITICAL
Ord_1894,"2009-11-16 00:00:00","NOT SPECIFIED"
Ord_1983,"2009-11-16 00:00:00",LOW
Ord_2048,"2009-11-16 00:00:00",MEDIUM
Ord_4539,"2009-11-16 00:00:00",LOW
Ord_3214,"2010-11-16 00:00:00",HIGH
Ord_3252,"2010-11-16 00:00:00",LOW
Ord_865,"2011-11-16 00:00:00",CRITICAL
Ord_2469,"2011-11-16 00:00:00",HIGH
Ord_3567,"2011-11-16 00:00:00",LOW
Ord_4461,"2011-11-16 00:00:00",LOW
Ord_4806,"2011-11-16 00:00:00",LOW
Ord_719,"2008-11-16 00:00:00",LOW
Ord_3163,"2008-11-16 00:00:00",HIGH
Ord_3993,"2008-11-16 00:00:00","NOT SPECIFIED"
Ord_4376,"2008-11-16 00:00:00",CRITICAL
Ord_4796,"2008-11-16 00:00:00",CRITICAL
Ord_5240,"2008-11-16 00:00:00",MEDIUM
Ord_64,"2009-11-16 00:00:00","NOT SPECIFIED"
Ord_3560,"2009-11-16 00:00:00",LOW
Ord_4418,"2009-11-16 00:00:00",MEDIUM
Ord_49,"2010-11-16 00:00:00","NOT SPECIFIED"
Ord_1808,"2010-11-16 00:00:00",HIGH
Ord_3062,"2010-11-16 00:00:00",MEDIUM
Ord_4918,"2010-11-16 00:00:00",LOW
Ord_5340,"2010-11-16 00:00:00","NOT SPECIFIED"
Ord_2774,"2011-11-16 00:00:00","NOT SPECIFIED"
Ord_3790,"2011-11-16 00:00:00",LOW
Ord_326,"2008-11-16 00:00:00",LOW
Ord_1036,"2008-11-16 00:00:00",HIGH
Ord_3298,"2008-11-16 00:00:00",CRITICAL
Ord_4110,"2008-11-16 00:00:00",CRITICAL
Ord_4563,"2008-11-16 00:00:00",MEDIUM
Ord_4740,"2008-11-16 00:00:00",CRITICAL
Ord_2950,"2009-11-16 00:00:00",HIGH
Ord_4628,"2009-11-16 00:00:00",MEDIUM
Ord_292,"2010-11-16 00:00:00",CRITICAL
Ord_1512,"2010-11-16 00:00:00",MEDIUM
Ord_2446,"2010-11-16 00:00:00",LOW
Ord_3183,"2010-11-16 00:00:00",CRITICAL
Ord_3920,"2010-11-16 00:00:00",HIGH
Ord_953,"2011-11-16 00:00:00","NOT SPECIFIED"
Ord_3295,"2011-11-16 00:00:00",CRITICAL
Ord_4189,"2011-11-16 00:00:00",HIGH
Ord_5495,"2011-11-16 00:00:00",CRITICAL
Ord_83,"2008-12-17 00:00:00",CRITICAL
Ord_1300,"2008-12-17 00:00:00",MEDIUM
Ord_2972,"2008-12-17 00:00:00",MEDIUM
Ord_3063,"2008-12-17 00:00:00",MEDIUM
Ord_3259,"2008-12-17 00:00:00",MEDIUM
Ord_3786,"2008-12-17 00:00:00",MEDIUM
Ord_4069,"2008-12-17 00:00:00","NOT SPECIFIED"
Ord_1968,"2009-12-17 00:00:00","NOT SPECIFIED"
Ord_3296,"2009-12-17 00:00:00",CRITICAL
Ord_275,"2010-12-17 00:00:00",CRITICAL
Ord_2614,"2010-12-17 00:00:00",MEDIUM
Ord_4632,"2010-12-17 00:00:00",MEDIUM
Ord_4530,"2008-12-17 00:00:00",CRITICAL
Ord_5342,"2008-12-17 00:00:00",HIGH
Ord_859,"2009-12-17 00:00:00",HIGH
Ord_1754,"2009-12-17 00:00:00",CRITICAL
Ord_2470,"2009-12-17 00:00:00",HIGH
Ord_286,"2010-12-17 00:00:00",LOW
Ord_4245,"2010-12-17 00:00:00",HIGH
Ord_239,"2011-12-17 00:00:00",LOW
Ord_733,"2011-12-17 00:00:00",HIGH
Ord_2497,"2011-12-17 00:00:00",LOW
Ord_3208,"2011-12-17 00:00:00",CRITICAL
Ord_3965,"2011-12-17 00:00:00",CRITICAL
Ord_4845,"2011-12-17 00:00:00",HIGH
Ord_4917,"2011-12-17 00:00:00",LOW
Ord_5315,"2011-12-17 00:00:00",HIGH
Ord_1756,"2008-12-17 00:00:00",MEDIUM
Ord_2091,"2008-12-17 00:00:00","NOT SPECIFIED"
Ord_3012,"2008-12-17 00:00:00",MEDIUM
Ord_856,"2009-12-17 00:00:00",CRITICAL
Ord_1618,"2009-12-17 00:00:00",LOW
Ord_3948,"2009-12-17 00:00:00",LOW
Ord_96,"2010-12-17 00:00:00",CRITICAL
Ord_1304,"2010-12-17 00:00:00",CRITICAL
Ord_1334,"2010-12-17 00:00:00",CRITICAL
Ord_1645,"2010-12-17 00:00:00",HIGH
Ord_1872,"2010-12-17 00:00:00",CRITICAL
Ord_70,"2011-12-17 00:00:00",MEDIUM
Ord_861,"2011-12-17 00:00:00",HIGH
Ord_2419,"2011-12-17 00:00:00",MEDIUM
Ord_4090,"2011-12-17 00:00:00","NOT SPECIFIED"
Ord_3581,"2008-12-17 00:00:00",LOW
Ord_4353,"2008-12-17 00:00:00",CRITICAL
Ord_5381,"2008-12-17 00:00:00",HIGH
Ord_2153,"2009-12-17 00:00:00",MEDIUM
Ord_970,"2010-12-17 00:00:00",LOW
Ord_1547,"2010-12-17 00:00:00",CRITICAL
Ord_3024,"2010-12-17 00:00:00","NOT SPECIFIED"
Ord_3580,"2010-12-17 00:00:00",CRITICAL
Ord_1471,"2011-12-17 00:00:00",MEDIUM
Ord_2883,"2011-12-17 00:00:00",MEDIUM
Ord_3077,"2011-12-17 00:00:00",CRITICAL
Ord_5008,"2011-12-17 00:00:00","NOT SPECIFIED"
Ord_5407,"2011-12-17 00:00:00",MEDIUM
Ord_3223,"2008-12-17 00:00:00",MEDIUM
Ord_3696,"2008-12-17 00:00:00",LOW
Ord_3729,"2008-12-17 00:00:00",HIGH
Ord_1815,"2009-12-17 00:00:00",CRITICAL
Ord_4458,"2009-12-17 00:00:00","NOT SPECIFIED"
Ord_4510,"2009-12-17 00:00:00",LOW
Ord_5476,"2009-12-17 00:00:00",LOW
Ord_56,"2010-12-17 00:00:00",HIGH
Ord_296,"2010-12-17 00:00:00",LOW
Ord_3840,"2010-12-17 00:00:00",MEDIUM
Ord_495,"2011-12-17 00:00:00",MEDIUM
Ord_1019,"2011-12-17 00:00:00",MEDIUM
Ord_1753,"2011-12-17 00:00:00",HIGH
Ord_2260,"2011-12-17 00:00:00",CRITICAL
Ord_3514,"2011-12-17 00:00:00",LOW
Ord_4317,"2011-12-17 00:00:00","NOT SPECIFIED"
Ord_602,"2008-12-17 00:00:00",LOW
Ord_998,"2008-12-17 00:00:00",LOW
Ord_2443,"2008-12-17 00:00:00",LOW
Ord_2820,"2008-12-17 00:00:00",CRITICAL
Ord_4333,"2008-12-17 00:00:00","NOT SPECIFIED"
Ord_4383,"2008-12-17 00:00:00",LOW
Ord_348,"2009-12-17 00:00:00",HIGH
Ord_740,"2009-12-17 00:00:00",HIGH
Ord_1589,"2009-12-17 00:00:00",LOW
Ord_1765,"2009-12-17 00:00:00",LOW
Ord_2840,"2009-12-17 00:00:00",LOW
Ord_4229,"2009-12-17 00:00:00","NOT SPECIFIED"
Ord_5,"2010-12-17 00:00:00",HIGH
Ord_1314,"2010-12-17 00:00:00","NOT SPECIFIED"
Ord_3618,"2010-12-17 00:00:00",MEDIUM
Ord_3765,"2010-12-17 00:00:00",MEDIUM
Ord_5113,"2010-12-17 00:00:00",CRITICAL
Ord_789,"2011-12-17 00:00:00","NOT SPECIFIED"
Ord_880,"2011-12-17 00:00:00",HIGH
Ord_1221,"2008-12-17 00:00:00",MEDIUM
Ord_2415,"2008-12-17 00:00:00",LOW
Ord_2811,"2008-12-17 00:00:00",MEDIUM
Ord_3089,"2008-12-17 00:00:00",MEDIUM
Ord_3322,"2008-12-17 00:00:00",CRITICAL
Ord_3892,"2008-12-17 00:00:00","NOT SPECIFIED"
Ord_4247,"2008-12-17 00:00:00",MEDIUM
Ord_4255,"2008-12-17 00:00:00","NOT SPECIFIED"
Ord_1551,"2009-12-17 00:00:00",CRITICAL
Ord_3061,"2009-12-17 00:00:00",HIGH
Ord_3168,"2009-12-17 00:00:00",HIGH
Ord_4387,"2009-12-17 00:00:00",HIGH
Ord_1609,"2010-12-17 00:00:00",LOW
Ord_934,"2011-12-17 00:00:00","NOT SPECIFIED"
Ord_2733,"2011-12-17 00:00:00",HIGH
Ord_3899,"2011-12-17 00:00:00",CRITICAL
Ord_4083,"2011-12-17 00:00:00",CRITICAL
Ord_1279,"2008-12-17 00:00:00",MEDIUM
Ord_1559,"2008-12-17 00:00:00",HIGH
Ord_111,"2009-12-17 00:00:00","NOT SPECIFIED"
Ord_910,"2009-12-17 00:00:00",CRITICAL
Ord_1037,"2009-12-17 00:00:00",CRITICAL
Ord_1358,"2009-12-17 00:00:00",LOW
Ord_2015,"2009-12-17 00:00:00",HIGH
Ord_3685,"2009-12-17 00:00:00","NOT SPECIFIED"
Ord_2101,"2010-12-17 00:00:00",MEDIUM
Ord_2731,"2010-12-17 00:00:00",CRITICAL
Ord_3006,"2010-12-17 00:00:00","NOT SPECIFIED"
Ord_3100,"2010-12-17 00:00:00","NOT SPECIFIED"
Ord_5399,"2010-12-17 00:00:00",CRITICAL
Ord_233,"2011-12-17 00:00:00",HIGH
Ord_1280,"2011-12-17 00:00:00",LOW
Ord_3206,"2011-12-17 00:00:00",CRITICAL
Ord_822,"2008-12-17 00:00:00","NOT SPECIFIED"
Ord_1490,"2008-12-17 00:00:00",CRITICAL
Ord_2734,"2008-12-17 00:00:00",MEDIUM
Ord_4610,"2008-12-17 00:00:00",LOW
Ord_843,"2009-12-17 00:00:00",MEDIUM
Ord_962,"2009-12-17 00:00:00",LOW
Ord_1467,"2009-12-17 00:00:00",CRITICAL
Ord_1830,"2009-12-17 00:00:00",LOW
Ord_2532,"2009-12-17 00:00:00",HIGH
Ord_2830,"2009-12-17 00:00:00",CRITICAL
Ord_3280,"2009-12-17 00:00:00",MEDIUM
Ord_3895,"2009-12-17 00:00:00",MEDIUM
Ord_5173,"2009-12-17 00:00:00",MEDIUM
Ord_5411,"2009-12-17 00:00:00",LOW
Ord_124,"2010-12-17 00:00:00",MEDIUM
Ord_2559,"2011-12-17 00:00:00","NOT SPECIFIED"
Ord_4977,"2011-12-17 00:00:00",CRITICAL
Ord_52,"2008-11-17 00:00:00",MEDIUM
Ord_2629,"2008-11-17 00:00:00",LOW
Ord_3370,"2008-11-17 00:00:00",HIGH
Ord_5047,"2008-11-17 00:00:00",MEDIUM
Ord_580,"2009-11-17 00:00:00",CRITICAL
Ord_211,"2010-11-17 00:00:00","NOT SPECIFIED"
Ord_3458,"2010-11-17 00:00:00",MEDIUM
Ord_3698,"2010-11-17 00:00:00",CRITICAL
Ord_1126,"2011-11-17 00:00:00",HIGH
Ord_1745,"2011-11-17 00:00:00",MEDIUM
Ord_2459,"2011-11-17 00:00:00",CRITICAL
Ord_57,"2008-11-17 00:00:00",MEDIUM
Ord_2604,"2008-11-17 00:00:00",LOW
Ord_2878,"2008-11-17 00:00:00",LOW
Ord_3717,"2008-11-17 00:00:00","NOT SPECIFIED"
Ord_409,"2009-11-17 00:00:00",HIGH
Ord_966,"2009-11-17 00:00:00","NOT SPECIFIED"
Ord_1945,"2009-11-17 00:00:00","NOT SPECIFIED"
Ord_3439,"2009-11-17 00:00:00",HIGH
Ord_4193,"2009-11-17 00:00:00",LOW
Ord_2375,"2010-11-17 00:00:00",MEDIUM
Ord_3457,"2010-11-17 00:00:00",CRITICAL
Ord_4700,"2010-11-17 00:00:00",LOW
Ord_4634,"2011-11-17 00:00:00","NOT SPECIFIED"
Ord_2315,"2008-11-17 00:00:00",HIGH
Ord_3660,"2008-11-17 00:00:00",MEDIUM
Ord_4466,"2008-11-17 00:00:00","NOT SPECIFIED"
Ord_2326,"2009-11-17 00:00:00",LOW
Ord_3069,"2009-11-17 00:00:00","NOT SPECIFIED"
Ord_3884,"2009-11-17 00:00:00",CRITICAL
Ord_4821,"2009-11-17 00:00:00",MEDIUM
Ord_5251,"2009-11-17 00:00:00","NOT SPECIFIED"
Ord_1624,"2010-11-17 00:00:00",CRITICAL
Ord_2536,"2010-11-17 00:00:00",LOW
Ord_3151,"2010-11-17 00:00:00",MEDIUM
Ord_3157,"2010-11-17 00:00:00",HIGH
Ord_4087,"2010-11-17 00:00:00","NOT SPECIFIED"
Ord_4660,"2010-11-17 00:00:00","NOT SPECIFIED"
Ord_4674,"2010-11-17 00:00:00",CRITICAL
Ord_3419,"2011-11-17 00:00:00",MEDIUM
Ord_458,"2008-12-18 00:00:00","NOT SPECIFIED"
Ord_2970,"2008-12-18 00:00:00",MEDIUM
Ord_3320,"2008-12-18 00:00:00",HIGH
Ord_642,"2009-12-18 00:00:00","NOT SPECIFIED"
Ord_1005,"2009-12-18 00:00:00",HIGH
Ord_3601,"2009-12-18 00:00:00",HIGH
Ord_4561,"2009-12-18 00:00:00","NOT SPECIFIED"
Ord_4903,"2009-12-18 00:00:00",HIGH
Ord_1253,"2010-12-18 00:00:00",HIGH
Ord_2868,"2010-12-18 00:00:00",CRITICAL
Ord_2234,"2011-12-18 00:00:00",CRITICAL
Ord_3480,"2011-12-18 00:00:00",LOW
Ord_3762,"2011-12-18 00:00:00",MEDIUM
Ord_4922,"2011-12-18 00:00:00",MEDIUM
Ord_105,"2008-12-18 00:00:00","NOT SPECIFIED"
Ord_48,"2009-12-18 00:00:00","NOT SPECIFIED"
Ord_1558,"2010-12-18 00:00:00",HIGH
Ord_1933,"2010-12-18 00:00:00",CRITICAL
Ord_4473,"2010-12-18 00:00:00",LOW
Ord_2723,"2011-12-18 00:00:00",HIGH
Ord_4249,"2011-12-18 00:00:00","NOT SPECIFIED"
Ord_4302,"2011-12-18 00:00:00",CRITICAL
Ord_4767,"2011-12-18 00:00:00",LOW
Ord_4909,"2011-12-18 00:00:00",HIGH
Ord_5194,"2011-12-18 00:00:00","NOT SPECIFIED"
Ord_552,"2008-12-18 00:00:00",MEDIUM
Ord_833,"2008-12-18 00:00:00",CRITICAL
Ord_1709,"2008-12-18 00:00:00",CRITICAL
Ord_1889,"2008-12-18 00:00:00",HIGH
Ord_4273,"2008-12-18 00:00:00",MEDIUM
Ord_4318,"2008-12-18 00:00:00",CRITICAL
Ord_4503,"2008-12-18 00:00:00","NOT SPECIFIED"
Ord_4308,"2009-12-18 00:00:00","NOT SPECIFIED"
Ord_1123,"2010-12-18 00:00:00",LOW
Ord_1124,"2010-12-18 00:00:00",CRITICAL
Ord_2142,"2010-12-18 00:00:00",CRITICAL
Ord_2945,"2010-12-18 00:00:00",MEDIUM
Ord_3040,"2010-12-18 00:00:00","NOT SPECIFIED"
Ord_683,"2011-12-18 00:00:00",CRITICAL
Ord_2427,"2011-12-18 00:00:00",MEDIUM
Ord_478,"2008-12-18 00:00:00",MEDIUM
Ord_522,"2008-12-18 00:00:00",MEDIUM
Ord_3541,"2008-12-18 00:00:00",MEDIUM
Ord_3941,"2008-12-18 00:00:00",MEDIUM
Ord_4008,"2008-12-18 00:00:00",CRITICAL
Ord_1784,"2009-12-18 00:00:00","NOT SPECIFIED"
Ord_2102,"2010-12-18 00:00:00",HIGH
Ord_2220,"2010-12-18 00:00:00",CRITICAL
Ord_3784,"2010-12-18 00:00:00","NOT SPECIFIED"
Ord_4547,"2010-12-18 00:00:00",HIGH
Ord_685,"2011-12-18 00:00:00","NOT SPECIFIED"
Ord_3780,"2011-12-18 00:00:00","NOT SPECIFIED"
Ord_4304,"2011-12-18 00:00:00",CRITICAL
Ord_5248,"2011-12-18 00:00:00",LOW
Ord_5434,"2011-12-18 00:00:00",CRITICAL
Ord_336,"2008-12-18 00:00:00",CRITICAL
Ord_1432,"2008-12-18 00:00:00","NOT SPECIFIED"
Ord_1940,"2008-12-18 00:00:00",MEDIUM
Ord_3802,"2008-12-18 00:00:00",HIGH
Ord_135,"2009-12-18 00:00:00",HIGH
